usage,usage_plain,lng,lat
10,Housing area,13.2666818265514,52.5164758429532
10,Housing area,13.2692414159163,52.5159921060233
130,Park / green space,13.2710624429155,52.5161500099206
10,Housing area,13.2725911719791,52.5153821982358
10,Housing area,13.2751478756749,52.5149383975042
10,Housing area,13.2777333064037,52.5162687724856
50,Public / special use,13.2796494417184,52.5164246281579
50,Public / special use,13.2792933041224,52.5148442044365
10,Housing area,13.2792650432257,52.5140818854331
10,Housing area,13.2817890767601,52.5177054366014
10,Housing area,13.2829384805657,52.517002379066
50,Public / special use,13.2833996716781,52.5138019224242
150,Cemetery,13.282846899086,52.5156235660854
10,Housing area,13.2534569493013,52.5187636351529
130,Park / green space,13.2554082709951,52.5189254487353
110,Body of water,13.2547052133735,52.5188433618673
10,Housing area,13.2560465868958,52.5179707729897
10,Housing area,13.2557980998569,52.5168353959571
10,Housing area,13.2581556616517,52.5170331101307
130,Park / green space,13.2609740273665,52.5167044325702
10,Housing area,13.2619707476966,52.5162648945663
10,Housing area,13.2662962287941,52.5156139054252
10,Housing area,13.2690199668302,52.5151241664243
10,Housing area,13.2720267726504,52.5145702971067
10,Housing area,13.2747245362626,52.514072021228
10,Housing area,13.2562275794339,52.5155787386933
10,Housing area,13.2585467219568,52.5156344139002
21,Mixed area,13.2611404857231,52.5152294948993
10,Housing area,13.2659092666769,52.5148714926864
21,Mixed area,13.26863235229,52.5143697509333
10,Housing area,13.2716502040513,52.513813908054
30,Core area,13.2743638042615,52.5133132462752
10,Housing area,13.2763991093422,52.5135074265654
10,Housing area,13.279136182986,52.5132204819388
10,Housing area,13.2565520503465,52.5143448529538
10,Housing area,13.2585160008654,52.514410256565
10,Housing area,13.2617504406663,52.5140899046894
10,Housing area,13.2642247210751,52.5131595507008
21,Mixed area,13.2657804332304,52.5140085181674
10,Housing area,13.2674217323704,52.5133955339401
50,Public / special use,13.2687691332851,52.5128978332913
21,Mixed area,13.271243166189,52.5129316624795
10,Housing area,13.2738574759298,52.5122614962132
10,Housing area,13.2792265823985,52.5116442263053
40,Commercial and industrial area,13.2790120339355,52.5118618289561
10,Housing area,13.2563392830852,52.5119585566419
10,Housing area,13.2568067995585,52.5122719409591
10,Housing area,13.2584274781594,52.5129864656674
50,Public / special use,13.2581348952272,52.5113259003443
21,Mixed area,13.2606114223076,52.5131623066741
10,Housing area,13.2626269056212,52.5123474113636
10,Housing area,13.2612130914117,52.5115319281688
140,City square / promenade,13.2645207381488,52.5115087228038
10,Housing area,13.2670677432796,52.511610606631
50,Public / special use,13.2666636019598,52.5114398906031
10,Housing area,13.2699629560952,52.5119198010974
10,Housing area,13.2603018576664,52.510796728894
50,Public / special use,13.2600565799327,52.5099484142181
130,Park / green space,13.2600377801123,52.5089938410697
21,Mixed area,13.2622338203068,52.5094801031104
21,Mixed area,13.2641165948148,52.5101444892689
21,Mixed area,13.2663789675147,52.5102857359949
21,Mixed area,13.2694921411753,52.5101049540304
21,Mixed area,13.271379733271,52.5113810833704
10,Housing area,13.2733307229423,52.5111602725685
21,Mixed area,13.272944885115,52.5103546075393
10,Housing area,13.2757831400872,52.5101445934531
21,Mixed area,13.2785793531155,52.5103354393201
21,Mixed area,13.2806036716402,52.510477329146
21,Mixed area,13.2825436302013,52.5106173289623
10,Housing area,13.2840542463143,52.5107301885501
21,Mixed area,13.2697431977108,52.508533713301
140,City square / promenade,13.2725805578194,52.5093783628061
30,Core area,13.2718217706519,52.5082766377178
21,Mixed area,13.2789618737039,52.5091688040003
21,Mixed area,13.2807706808611,52.5092870719743
21,Mixed area,13.283002604814,52.5094429442789
60,Utility area,13.2797631138082,52.5077445042551
40,Commercial and industrial area,13.2826430002399,52.508309775076
140,City square / promenade,13.2566822229707,52.5193405635273
130,Park / green space,13.2577554624613,52.518528384027
140,City square / promenade,13.2589278770439,52.5176297556422
80,Traffic area (without roads),13.2636644915991,52.514573115696
80,Traffic area (without roads),13.265090841638,52.5137324105147
80,Traffic area (without roads),13.2669187174098,52.5126476381743
80,Traffic area (without roads),13.268231414225,52.5118741559319
80,Traffic area (without roads),13.269558434978,52.5111107614249
80,Traffic area (without roads),13.270658458986,52.5104477093627
80,Traffic area (without roads),13.2599288264897,52.5155092777404
130,Park / green space,13.2596720810486,52.5143050468548
130,Park / green space,13.2594405617359,52.5132087130549
130,Park / green space,13.2592062184793,52.5121084680152
130,Park / green space,13.2589963111937,52.5110844829495
130,Park / green space,13.2591135880491,52.5095908737087
130,Park / green space,13.2748370159066,52.5169531014552
130,Park / green space,13.2771383318281,52.5169866129614
80,Traffic area (without roads),13.2761470071406,52.5075468181824
130,Park / green space,13.279086212814,52.5066365402374
130,Park / green space,13.2823823969854,52.507485714786
140,City square / promenade,13.2600362544129,52.5167799708833
10,Housing area,13.2571771638539,52.5201284124845
10,Housing area,13.2757792564732,52.5114237057223
21,Mixed area,13.2834513585427,52.5120056401912
50,Public / special use,13.2764397068206,52.5085469066705
50,Public / special use,13.267733042677,52.518656395931
10,Housing area,13.2638023181623,52.5157719077831
80,Traffic area (without roads),13.2814874389751,52.5069492595829
10,Housing area,13.2085198561455,52.5187816476286
10,Housing area,13.2110763440394,52.5210232409325
10,Housing area,13.2097021812129,52.5185556596437
10,Housing area,13.1932880058196,52.5187129602284
10,Housing area,13.1948912858495,52.5187620895376
10,Housing area,13.1967229345548,52.5188041683755
10,Housing area,13.2002127407223,52.518512409367
130,Park / green space,13.2038878002113,52.5179513867109
10,Housing area,13.1967946971243,52.5172615360025
10,Housing area,13.1986804281537,52.5170673628456
130,Park / green space,13.199343212688,52.5166511962902
10,Housing area,13.1984649364499,52.5160762791919
10,Housing area,13.1978720638771,52.5150291265786
50,Public / special use,13.2031059333962,52.5170115956596
10,Housing area,13.1988820881732,52.5146647559889
70,Weekend cottage / allotment-garden-type area,13.2021014337518,52.5143389877058
130,Park / green space,13.1983150422842,52.5131842699437
10,Housing area,13.2010248422802,52.5129875526385
190,Sport use,13.202281874981,52.5127007876527
130,Park / green space,13.2021741931341,52.5163383583067
130,Park / green space,13.2031663389877,52.5142551192941
70,Weekend cottage / allotment-garden-type area,13.2121139668391,52.5175223358023
100,Forest,13.2164443716978,52.521660177903
100,Forest,13.2171596066918,52.5197088286203
60,Utility area,13.2174661992646,52.5164997571378
130,Park / green space,13.2150980756547,52.516293286365
130,Park / green space,13.2169282491052,52.5134657617787
10,Housing area,13.1745137279878,52.5157857688534
10,Housing area,13.1759656894074,52.515435417732
10,Housing area,13.1812364963831,52.5151465418378
10,Housing area,13.1765361104588,52.5144103354878
10,Housing area,13.1776284483155,52.5140873756682
10,Housing area,13.1787763565366,52.5136946228358
10,Housing area,13.1799853660826,52.5132954933848
10,Housing area,13.1814870720507,52.5128226104502
10,Housing area,13.1723797335437,52.5126803451957
10,Housing area,13.17383755988,52.5121119707595
10,Housing area,13.1752397908099,52.5117313170808
10,Housing area,13.1766950710235,52.5113836100716
10,Housing area,13.1782190445547,52.5110000682132
10,Housing area,13.179985962447,52.5105933258548
10,Housing area,13.1850387160828,52.5137468429548
10,Housing area,13.18641287162,52.5134085315853
130,Park / green space,13.1874238136906,52.5134902180245
10,Housing area,13.1824653662052,52.5109284381437
10,Housing area,13.1849438041947,52.5117364580333
10,Housing area,13.187033834732,52.5124372125857
10,Housing area,13.1888280386677,52.5131059696793
10,Housing area,13.1826721796019,52.5095395312551
50,Public / special use,13.1860566398966,52.510724990199
190,Sport use,13.1870080783441,52.5102325415513
70,Weekend cottage / allotment-garden-type area,13.1860604984347,52.5089066497363
10,Housing area,13.1836064409363,52.5082358153627
190,Sport use,13.1886268331583,52.5074748131075
70,Weekend cottage / allotment-garden-type area,13.1897078624327,52.5046721056034
40,Commercial and industrial area,13.1870066151234,52.502339922604
70,Weekend cottage / allotment-garden-type area,13.1903585872713,52.5123670247167
130,Park / green space,13.1918066539373,52.5116427565381
190,Sport use,13.1946937496117,52.5118726159146
70,Weekend cottage / allotment-garden-type area,13.1961052948188,52.5112159798266
110,Body of water,13.1928959157045,52.5122772782848
10,Housing area,13.1989988413954,52.5121134222673
10,Housing area,13.20088002793,52.5117470283909
10,Housing area,13.1980312927145,52.5105617836476
10,Housing area,13.1977424146793,52.509392725595
10,Housing area,13.1977043870315,52.5089958440861
190,Sport use,13.1971734313753,52.5074132699162
190,Sport use,13.2017623972042,52.5113754457017
10,Housing area,13.2010325678751,52.5101652617205
190,Sport use,13.1994603670611,52.5083191705839
10,Housing area,13.198849133329,52.5064330061474
130,Park / green space,13.1976830112225,52.5053161359697
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.1968215673596,52.5043973053685
190,Sport use,13.2036006706607,52.5088910091399
100,Forest,13.2092237002238,52.5093094891683
190,Sport use,13.2092876632763,52.5083303172453
100,Forest,13.2057289853782,52.5099733887865
100,Forest,13.2061330060886,52.5089367688116
100,Forest,13.2045018242311,52.5052852382332
100,Forest,13.2021386830265,52.5033930778376
190,Sport use,13.2071284114688,52.5036983236885
130,Park / green space,13.1854491766523,52.5165029063002
130,Park / green space,13.1884260459053,52.5146601142752
130,Park / green space,13.192906029395,52.5137563997873
130,Park / green space,13.2084473326993,52.5165814645663
70,Weekend cottage / allotment-garden-type area,13.2129115751687,52.5154256972453
70,Weekend cottage / allotment-garden-type area,13.2071312917513,52.5181400730045
70,Weekend cottage / allotment-garden-type area,13.2099918896533,52.5172324437363
121,Meadow and pasture,13.2086201911162,52.5155704657684
130,Park / green space,13.2064612574582,52.5144445366921
110,Body of water,13.2083529139831,52.51455559281
130,Park / green space,13.2103497567744,52.5145542867228
70,Weekend cottage / allotment-garden-type area,13.2046544447687,52.5120906058893
70,Weekend cottage / allotment-garden-type area,13.2140585553563,52.5130969770717
190,Sport use,13.2108998581585,52.5112419277649
100,Forest,13.2120293770672,52.5102625468165
100,Forest,13.2097962922582,52.5132935002042
100,Forest,13.2079220948781,52.5115469583447
130,Park / green space,13.205002294136,52.5129059477462
100,Forest,13.2192321983419,52.5185954800075
10,Housing area,13.1891059119494,52.5139315862907
10,Housing area,13.1920113915492,52.5134645347044
130,Park / green space,13.1940101874363,52.5130491693203
21,Mixed area,13.1960699672196,52.5124768247155
160,Allotment garden,13.1932698587547,52.5173462777618
10,Housing area,13.1955414519285,52.5158859568729
10,Housing area,13.1952996849229,52.5172344179136
130,Park / green space,13.1924621118571,52.5163896104944
110,Body of water,13.1931970014249,52.5153772860259
10,Housing area,13.1880815775133,52.5164125727446
10,Housing area,13.1898387931381,52.5151505488739
10,Housing area,13.1853473733679,52.518857312379
60,Utility area,13.1830499856156,52.5170488802472
160,Allotment garden,13.1789283787132,52.5204470987441
40,Commercial and industrial area,13.178529096508,52.5173122541731
50,Public / special use,13.1799234458738,52.5191362042148
190,Sport use,13.1884573833496,52.5186201696204
10,Housing area,13.1722669238172,52.515079595767
130,Park / green space,13.1725733189474,52.5159556281533
100,Forest,13.1791983749191,52.5040279399194
171,"Fallow area, no vegetation",13.1778301534603,52.5053000929033
171,"Fallow area, no vegetation",13.177810676899,52.5044580436094
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.1785485028834,52.505815378531
121,Meadow and pasture,13.1786510590167,52.5042265830243
121,Meadow and pasture,13.1772272509979,52.5059339403454
121,Meadow and pasture,13.1748742622373,52.5051089928632
121,Meadow and pasture,13.1769600055555,52.5040237572408
122,Farmland,13.174796499783,52.5061194701268
121,Meadow and pasture,13.1783076590111,52.502039954686
121,Meadow and pasture,13.1785196235184,52.5030541717032
121,Meadow and pasture,13.1746017905967,52.5035825981707
121,Meadow and pasture,13.1737019773638,52.5024680136191
121,Meadow and pasture,13.1765270791607,52.5020419316751
121,Meadow and pasture,13.1767927873029,52.5030255834029
121,Meadow and pasture,13.1784128322552,52.5008933776726
121,Meadow and pasture,13.1764513331019,52.5009855145198
121,Meadow and pasture,13.1745360826078,52.5066298735475
10,Housing area,13.1806526872166,52.505968297134
10,Housing area,13.1821154937323,52.5057914216444
10,Housing area,13.1835009892036,52.5054117134621
10,Housing area,13.1849476080011,52.5051159158703
10,Housing area,13.1830231782551,52.5072444003877
10,Housing area,13.1865154031159,52.5060286108579
130,Park / green space,13.1874170648573,52.5060101232439
10,Housing area,13.1812779790139,52.5031482003586
100,Forest,13.1823471905395,52.5010626869961
10,Housing area,13.1839478682029,52.5029068856093
130,Park / green space,13.1867819949119,52.5035473401218
100,Forest,13.1852684963593,52.5005392917248
10,Housing area,13.1867615196686,52.5042189828987
70,Weekend cottage / allotment-garden-type area,13.1769879043953,52.5095897784691
